dealId,buyerId,dealSector,dealGeography,dealRevenue,dealEbitda,dealSize,buyerType,buyerSectorFocus,buyerGeographies,buyerMinDeal,buyerMaxDeal,buyerMinEbitda,buyerMaxEbitda,buyerDryPowder,buyerPastDeals,buyerSynergyPropensity,sectorMatch,geoMatch,sizeFit,dryPowderFit,activityLevel,ebitdaFit,pPursue,pNda,pIoi,outcomeStage,label
syn_d80,syn_b177,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Manufacturing|Software,US,72.216,425.88,4.448,53.111,557.472,18,0.4794,0,0,0,1.0,0.9,0,0.648862,0.250939,0.077806,NDA,0
syn_d80,syn_b175,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Business Services|Consumer,US,58.566,217.993,4.464,22.679,327.151,26,0.3368,1,0,0,1.0,1.0,0,0.804893,0.234661,0.114132,Pursue,0
syn_d80,syn_b18,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Manufacturing,US,76.449,533.636,5.937,74.842,1073.017,21,0.3096,0,0,0,1.0,1.0,0,0.598863,0.214944,0.106143,Pursue,0
syn_d80,syn_b157,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Business Services,US,60.812,292.341,3.303,39.496,482.95,22,0.3414,0,0,0,1.0,1.0,0,0.75086,0.311804,0.122576,IOI,1
syn_d80,syn_b128,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Consumer,US|Europe,73.783,338.494,4.67,50.888,465.425,29,0.2979,1,0,0,1.0,1.0,0,0.818021,0.358781,0.182973,NDA,0
syn_d80,syn_b94,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Consumer,US,82.149,288.996,4.946,23.522,358.322,26,0.467,1,0,0,1.0,1.0,0,0.81797,0.501729,0.229429,Pursue,0
syn_d80,syn_b99,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Software|Manufacturing,US|UK,31.177,220.071,1.935,27.932,311.655,23,0.489,0,0,0,1.0,1.0,1,0.623332,0.296159,0.14606,No,0
syn_d80,syn_b180,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Healthcare,US,97.063,382.527,5.101,55.287,453.044,27,0.4122,0,0,0,1.0,1.0,0,0.606841,0.195202,0.069679,No,0
syn_d80,syn_b38,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Manufacturing,US|UK,21.552,114.882,1.725,15.599,200.623,20,0.4508,0,0,0,1.0,1.0,1,0.802919,0.42037,0.192563,Pursue,0
syn_d80,syn_b51,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Healthcare,US,42.519,253.72,2.254,19.879,322.936,26,0.2621,0,0,0,1.0,1.0,0,0.74909,0.197845,0.101153,Pursue,0
syn_d80,syn_b109,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Healthcare,US,51.026,209.791,3.669,26.462,296.501,22,0.286,0,0,0,1.0,1.0,0,0.731377,0.291959,0.104998,Pursue,0
syn_d80,syn_b76,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Business Services,US|Europe,43.876,196.463,3.547,16.715,342.679,18,0.2771,0,0,0,1.0,0.9,0,0.621918,0.26303,0.122065,Pursue,0
syn_d80,syn_b10,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Manufacturing,US|Europe,80.598,501.129,4.743,40.735,1063.394,13,0.3011,0,0,0,1.0,0.65,0,0.630238,0.210809,0.050861,NDA,0
syn_d80,syn_b59,Consumer,Mexico,7.6707,2.0021,17.4954,Strategic,Healthcare|Software,US|Europe,39.972,400.0,2.309,32.9,0.0,24,0.7835,0,0,0,0.65,1.0,0,0.532995,0.138119,0.057075,Pursue,0
syn_d80,syn_b135,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Manufacturing,US,101.557,425.647,7.511,34.124,640.51,29,0.2684,0,0,0,1.0,1.0,0,0.58615,0.200381,0.077493,Pursue,0
syn_d80,syn_b88,Consumer,Mexico,7.6707,2.0021,17.4954,Strategic,Consumer|Business Services,US|Europe,55.449,600.0,3.987,85.689,0.0,17,0.6921,1,0,0,0.65,0.85,0,0.540748,0.202637,0.099887,No,0
syn_d80,syn_b85,Consumer,Mexico,7.6707,2.0021,17.4954,Private Equity,Business Services|Manufacturing,US,13.503,79.197,1.0,6.548,215.973,23,0.2735,0,0,1,1.0,1.0,1,0.846768,0.468371,0.270462,Pursue,0
syn_d80,syn_b206,Consumer,Mexico,7.6707,2.0021,17.4954,Strategic,Manufacturing|Software,US|UK,63.191,600.0,4.785,53.517,0.0,18,0.7057,0,0,0,0.65,0.9,0,0.524266,0.143399,0.04475,Pursue,0
syn_d81,syn_b237,Software,UK,5.6093,0.453,4.7561,Private Equity,Business Services|Software,US|Mexico,139.348,571.324,8.708,45.854,916.733,12,0.4115,1,0,0,1.0,0.6,0,0.692517,0.281706,0.083347,No,0
syn_d81,syn_b168,Software,UK,5.6093,0.453,4.7561,Strategic,Manufacturing,US,56.096,600.0,2.916,53.501,0.0,22,0.8843,0,0,0,0.65,1.0,0,0.594094,0.134362,0.032031,Pursue,0
syn_d81,syn_b176,Software,UK,5.6093,0.453,4.7561,Private Equity,Manufacturing,US,106.906,520.346,7.022,48.31,619.325,23,0.482,0,0,0,1.0,1.0,0,0.575649,0.17217,0.048357,No,0
syn_d81,syn_b24,Software,UK,5.6093,0.453,4.7561,Private Equity,Software,US,68.988,417.108,3.868,56.089,552.291,8,0.3164,1,0,0,1.0,0.4,0,0.743816,0.343117,0.102126,NDA,0
syn_d81,syn_b226,Software,UK,5.6093,0.453,4.7561,Private Equity,Healthcare|Manufacturing|Consumer,US,42.507,153.549,2.279,12.484,431.366,23,0.3445,0,0,0,1.0,1.0,0,0.600512,0.169986,0.044345,Pursue,0
syn_d81,syn_b74,Software,UK,5.6093,0.453,4.7561,Private Equity,Manufacturing|Business Services,US,91.11,377.002,5.306,61.362,418.904,12,0.3401,0,0,0,1.0,0.6,0,0.588874,0.215623,0.071812,NDA,0
syn_d81,syn_b121,Software,UK,5.6093,0.453,4.7561,Private Equity,Software,US|Canada,45.295,221.646,3.602,36.481,419.42,18,0.292,1,0,0,1.0,0.9,0,0.707924,0.218385,0.075471,No,0
syn_d81,syn_b139,Software,UK,5.6093,0.453,4.7561,Private Equity,Manufacturing|Business Services,US,93.022,349.151,5.415,33.059,505.817,20,0.2579,0,0,0,1.0,1.0,0,0.619763,0.183246,0.047019,Pursue,0
syn_d81,syn_b75,Software,UK,5.6093,0.453,4.7561,Private Equity,Healthcare,US,51.561,326.481,3.138,27.698,421.91,19,0.3556,0,0,0,1.0,0.95,0,0.621838,0.179829,0.051138,No,0
syn_d81,syn_b198,Software,UK,5.6093,0.453,4.7561,Strategic,Business Services|Manufacturing|Healthcare,US|UK|Canada,58.829,400.0,4.351,32.43,0.0,13,0.6525,0,1,0,0.65,0.65,0,0.640316,0.218525,0.05498,No,0
syn_d81,syn_b222,Software,UK,5.6093,0.453,4.7561,Strategic,Healthcare|Consumer,US|Europe,37.344,400.0,2.012,47.523,0.0,18,0.7341,0,0,0,0.65,0.9,0,0.433477,0.159656,0.033717,No,0
syn_d81,syn_b170,Software,UK,5.6093,0.453,4.7561,Private Equity,Manufacturing,US,63.924,219.537,4.182,27.116,321.851,28,0.3688,0,0,0,1.0,1.0,0,0.560149,0.154408,0.040404,No,0
syn_d81,syn_b50,Software,UK,5.6093,0.453,4.7561,Private Equity,Software|Consumer,US,26.569,94.424,2.021,9.923,215.915,15,0.4539,1,0,0,1.0,0.75,0,0.767342,0.27131,0.129838,Pursue,0
syn_d81,syn_b7,Software,UK,5.6093,0.453,4.7561,Strategic,Consumer|Business Services|Healthcare,US|Mexico|Canada,31.016,250.0,2.42,25.082,0.0,8,0.8002,0,0,0,0.65,0.4,0,0.491328,0.159633,0.05112,NDA,0
syn_d81,syn_b208,Software,UK,5.6093,0.453,4.7561,Private Equity,Manufacturing,US|Europe,9.88,36.869,1.0,4.925,75.0,25,0.2643,0,0,0,1.0,1.0,0,0.583487,0.204737,0.103607,No,0
syn_d81,syn_b102,Software,UK,5.6093,0.453,4.7561,Private Equity,Business Services,US,114.612,789.016,8.063,66.456,1099.623,13,0.4027,0,0,0,1.0,0.65,0,0.679558,0.234401,0.064968,No,0
syn_d81,syn_b29,Software,UK,5.6093,0.453,4.7561,Private Equity,Software|Business Services,US,89.928,447.057,6.293,70.482,593.864,25,0.4111,1,0,0,1.0,1.0,0,0.569375,0.151118,0.051042,Pursue,0
syn_d81,syn_b164,Software,UK,5.6093,0.453,4.7561,Private Equity,Healthcare|Other,US,18.086,83.583,1.332,9.47,189.868,21,0.3417,1,0,0,1.0,1.0,0,0.600639,0.256625,0.149923,No,0
syn_d81,syn_b94,Software,UK,5.6093,0.453,4.7561,Private Equity,Consumer,US,82.149,288.996,4.946,23.522,358.322,26,0.467,0,0,0,1.0,1.0,0,0.650588,0.248208,0.096445,No,0
syn_d81,syn_b9,Software,UK,5.6093,0.453,4.7561,Private Equity,Manufacturing|Consumer,US,80.237,348.281,5.917,45.374,497.513,26,0.4396,0,0,0,1.0,1.0,0,0.633978,0.158725,0.059258,Pursue,0
syn_d81,syn_b215,Software,UK,5.6093,0.453,4.7561,Strategic,Software|Healthcare,US|Europe,136.907,900.0,10.769,141.877,0.0,6,0.8023,1,0,0,0.65,0.3,0,0.607193,0.196956,0.057186,IOI,1
syn_d81,syn_b93,Software,UK,5.6093,0.453,4.7561,Private Equity,Manufacturing|Healthcare|Other,US,55.258,235.089,3.617,20.729,465.554,29,0.2726,1,0,0,1.0,1.0,0,0.796892,0.288828,0.099119,Pursue,0
syn_d81,syn_b142,Software,UK,5.6093,0.453,4.7561,Strategic,Manufacturing|Software,US,104.697,600.0,7.47,76.567,0.0,19,0.706,1,0,0,0.65,0.95,0,0.586019,0.218248,0.100135,IOI,1
syn_d81,syn_b66,Software,UK,5.6093,0.453,4.7561,Private Equity,Healthcare|Manufacturing,US,180.333,707.639,10.144,58.191,1063.019,19,0.3071,0,0,0,1.0,0.95,0,0.626943,0.20736,0.047346,No,0
syn_d81,syn_b131,Software,UK,5.6093,0.453,4.7561,Private Equity,Manufacturing|Consumer,US|Europe,43.437,160.468,2.532,15.733,436.763,8,0.4051,0,0,0,1.0,0.4,0,0.524667,0.179053,0.047061,No,0
syn_d82,syn_b223,Business Services,Europe,55.1093,0.9017,9.3125,Strategic,Manufacturing|Business Services|Healthcare,US,46.436,400.0,2.432,32.464,0.0,7,0.6796,1,0,0,0.65,0.35,0,0.55698,0.175933,0.084,No,0
syn_d82,syn_b174,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Business Services|Software,US|UK,13.695,106.659,1.0,13.389,159.856,18,0.4368,1,0,0,1.0,0.9,0,0.709997,0.281665,0.109834,Pursue,0
syn_d82,syn_b65,Business Services,Europe,55.1093,0.9017,9.3125,Strategic,Software|Healthcare,US,49.397,400.0,3.843,53.727,0.0,11,0.8095,0,0,0,0.65,0.55,0,0.517339,0.15986,0.038437,NDA,0
syn_d82,syn_b26,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Software,US,11.932,89.199,1.0,10.243,175.149,21,0.4987,0,0,0,1.0,1.0,0,0.530336,0.168323,0.050786,Pursue,0
syn_d82,syn_b101,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Healthcare,US,24.43,149.934,1.711,11.612,181.953,22,0.3729,0,0,0,1.0,1.0,0,0.612547,0.156731,0.027449,No,0
syn_d82,syn_b241,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Healthcare|Manufacturing|Business Services,US,22.378,166.105,1.631,16.277,456.256,26,0.4709,1,0,0,1.0,1.0,0,0.601851,0.30835,0.160509,No,0
syn_d82,syn_b118,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Consumer,US|Canada,134.069,636.747,7.883,66.601,1185.385,24,0.4597,0,0,0,1.0,1.0,0,0.647034,0.295691,0.095721,Pursue,0
syn_d82,syn_b119,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Consumer,US,41.165,314.986,3.024,38.536,646.35,17,0.3529,0,0,0,1.0,0.85,0,0.507896,0.164672,0.053366,Pursue,0
syn_d82,syn_b104,Business Services,Europe,55.1093,0.9017,9.3125,Strategic,Business Services|Manufacturing,US|UK,82.895,600.0,5.681,50.404,0.0,8,0.88,1,0,0,0.65,0.4,0,0.653171,0.243559,0.090089,NDA,0
syn_d82,syn_b244,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Software|Healthcare,US|Europe,28.049,178.857,1.646,17.992,488.993,10,0.3211,0,1,0,1.0,0.5,0,0.641149,0.200682,0.057275,No,0
syn_d82,syn_b190,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Consumer,US|UK,53.738,192.733,3.31,18.691,251.042,9,0.2858,0,0,0,1.0,0.45,0,0.706365,0.195709,0.082315,Pursue,0
syn_d82,syn_b21,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Manufacturing,US,66.392,552.385,4.144,74.577,1011.469,18,0.3687,0,0,0,1.0,0.9,0,0.5908,0.223549,0.066825,Pursue,0
syn_d82,syn_b134,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Healthcare,US,31.906,107.096,2.288,14.011,202.927,20,0.3418,0,0,0,1.0,1.0,0,0.653236,0.143594,0.038891,No,0
syn_d82,syn_b38,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Manufacturing,US|UK,21.552,114.882,1.725,15.599,200.623,20,0.4508,0,0,0,1.0,1.0,0,0.551186,0.128477,0.056726,No,0
syn_d82,syn_b164,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Healthcare|Other,US,18.086,83.583,1.332,9.47,189.868,21,0.3417,1,0,0,1.0,1.0,0,0.673296,0.234479,0.114489,NDA,0
syn_d82,syn_b207,Business Services,Europe,55.1093,0.9017,9.3125,Strategic,Healthcare,US,64.282,400.0,4.97,51.906,0.0,20,0.7782,0,0,0,0.65,1.0,0,0.492238,0.140564,0.043068,No,0
syn_d82,syn_b89,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Consumer|Manufacturing,US|Mexico,49.968,374.212,3.602,54.956,1033.865,29,0.3306,0,0,0,1.0,1.0,0,0.54969,0.101751,0.022276,No,0
syn_d82,syn_b181,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Consumer,US|Canada,46.159,371.658,2.351,49.365,945.051,21,0.2805,0,0,0,1.0,1.0,0,0.487255,0.15672,0.059191,No,0
syn_d82,syn_b1,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Software|Other,US,11.244,56.774,1.0,4.816,153.186,8,0.2727,1,0,0,1.0,0.4,0,0.657674,0.22859,0.071058,No,0
syn_d82,syn_b146,Business Services,Europe,55.1093,0.9017,9.3125,Strategic,Business Services,US|UK,38.285,250.0,2.712,38.566,0.0,13,0.6943,1,0,0,0.65,0.65,0,0.661012,0.156731,0.039361,No,0
syn_d82,syn_b180,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Healthcare,US,97.063,382.527,5.101,55.287,453.044,27,0.4122,0,0,0,1.0,1.0,0,0.562594,0.140206,0.03805,NDA,0
syn_d82,syn_b136,Business Services,Europe,55.1093,0.9017,9.3125,Strategic,Software|Business Services,US|Europe,35.661,250.0,2.88,27.366,0.0,12,0.655,1,1,0,0.65,0.6,0,0.731695,0.362631,0.192635,IOI,1
syn_d82,syn_b18,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Manufacturing,US,76.449,533.636,5.937,74.842,1073.017,21,0.3096,0,0,0,1.0,1.0,0,0.546093,0.114139,0.03402,No,0
syn_d82,syn_b92,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Consumer,US|UK,13.269,87.054,1.0,13.281,204.38,26,0.4279,0,0,0,1.0,1.0,0,0.634469,0.234708,0.050057,NDA,0
syn_d82,syn_b221,Business Services,Europe,55.1093,0.9017,9.3125,Private Equity,Manufacturing,US,15.353,91.456,1.036,10.576,114.263,18,0.3437,0,0,0,1.0,0.9,0,0.6631,0.225613,0.087458,Pursue,0
syn_d83,syn_b159,Healthcare,US,30.6813,6.9965,76.4635,Strategic,Manufacturing,US,32.906,250.0,2.584,39.357,0.0,16,0.7004,0,1,1,0.65,0.8,1,0.875936,0.54836,0.450232,IOI,1
syn_d83,syn_b248,Healthcare,US,30.6813,6.9965,76.4635,Strategic,Business Services|Healthcare,US,42.203,400.0,3.198,39.527,0.0,9,0.6895,1,1,1,0.65,0.45,1,0.894996,0.678446,0.507905,Pursue,0
syn_d83,syn_b175,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Business Services|Consumer,US,58.566,217.993,4.464,22.679,327.151,26,0.3368,0,1,1,0.427852,1.0,1,0.850836,0.529074,0.397197,No,0
syn_d83,syn_b202,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Software,US|Europe,39.655,195.377,2.538,23.755,227.645,25,0.2686,0,1,1,0.297717,1.0,1,0.834699,0.531195,0.39381,Pursue,0
syn_d83,syn_b20,Healthcare,US,30.6813,6.9965,76.4635,Strategic,Software|Consumer,US,25.0,150.0,1.44,18.812,0.0,22,0.8676,0,1,1,0.65,1.0,1,0.860748,0.478984,0.304874,NDA,0
syn_d83,syn_b174,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Business Services|Software,US|UK,13.695,106.659,1.0,13.389,159.856,18,0.4368,0,1,1,0.209062,0.9,1,0.829796,0.544431,0.33297,IOI,1
syn_d83,syn_b193,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Consumer|Business Services,US,210.704,800.0,11.882,128.734,3803.138,28,0.4593,0,1,0,1.0,1.0,0,0.785536,0.422056,0.167865,Pursue,0
syn_d83,syn_b241,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Healthcare|Manufacturing|Business Services,US,22.378,166.105,1.631,16.277,456.256,26,0.4709,1,1,1,0.596698,1.0,1,0.894539,0.655362,0.536783,NDA,0
syn_d83,syn_b115,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Manufacturing,US,27.25,97.708,1.917,15.742,125.872,27,0.283,0,1,1,0.164617,1.0,1,0.788914,0.623614,0.446011,NDA,0
syn_d83,syn_b67,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Software,US|Mexico,65.194,322.846,3.746,25.804,553.797,23,0.3523,0,1,1,0.724263,1.0,1,0.897754,0.588328,0.439792,IOI,1
syn_d83,syn_b65,Healthcare,US,30.6813,6.9965,76.4635,Strategic,Software|Healthcare,US,49.397,400.0,3.843,53.727,0.0,11,0.8095,1,1,1,0.65,0.55,1,0.883578,0.699254,0.632027,IOI,1
syn_d83,syn_b44,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Consumer|Other,US|Europe,47.61,270.165,3.105,22.421,309.023,22,0.3393,1,1,1,0.404144,1.0,1,0.885876,0.665326,0.540172,IOI,1
syn_d83,syn_b43,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Manufacturing,US|Europe,36.048,201.495,2.487,27.142,565.585,24,0.2963,0,1,1,0.73968,1.0,1,0.89865,0.591676,0.422818,IOI,1
syn_d83,syn_b204,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Software|Manufacturing,US|UK,16.38,131.564,1.032,20.364,340.464,12,0.34,0,1,1,0.445263,0.6,1,0.863615,0.60791,0.465939,No,0
syn_d83,syn_b141,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Healthcare,US,70.051,351.167,3.63,28.533,474.359,27,0.3033,1,1,1,0.620373,1.0,1,0.924609,0.689745,0.584223,Pursue,0
syn_d83,syn_b22,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Software,US|Europe,163.294,625.342,9.192,66.108,743.534,23,0.4411,0,1,0,0.972404,1.0,0,0.77526,0.402265,0.216185,Pursue,0
syn_d83,syn_b123,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Healthcare|Software,US,49.784,280.271,3.329,23.712,348.626,18,0.3878,1,1,1,0.455938,0.9,1,0.916028,0.67383,0.58117,IOI,1
syn_d83,syn_b165,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Consumer,US|Canada,17.904,93.844,1.0,14.24,255.703,21,0.323,0,1,1,0.334412,1.0,1,0.869296,0.651543,0.415625,IOI,1
syn_d83,syn_b105,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Business Services,US,117.27,467.433,9.514,43.549,581.297,19,0.3661,0,1,0,0.760228,0.95,0,0.73827,0.401559,0.152976,NDA,0
syn_d83,syn_b80,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Healthcare|Software,US,103.583,800.0,5.433,74.03,2864.777,6,0.2651,1,1,0,1.0,0.3,1,0.926614,0.464615,0.364895,IOI,1
syn_d83,syn_b78,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Business Services,US,93.238,359.602,6.119,55.575,447.48,19,0.4239,0,1,0,0.58522,0.95,1,0.819014,0.587841,0.286069,No,0
syn_d83,syn_b74,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Manufacturing|Business Services,US,91.11,377.002,5.306,61.362,418.904,12,0.3401,0,1,0,0.547848,0.6,1,0.750949,0.508899,0.297983,No,0
syn_d83,syn_b35,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Business Services|Other,US|Mexico,7.269,34.742,1.0,3.754,89.753,13,0.4415,1,1,0,0.11738,0.65,0,0.594925,0.294713,0.165711,NDA,0
syn_d83,syn_b55,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Healthcare,US|Canada|Europe,70.05,328.432,4.572,31.911,568.962,23,0.4119,1,1,1,0.744096,1.0,1,0.877903,0.717248,0.45831,NDA,0
syn_d83,syn_b126,Healthcare,US,30.6813,6.9965,76.4635,Private Equity,Consumer|Business Services,US,32.612,260.874,2.093,39.548,311.749,13,0.4197,0,1,1,0.40771,0.65,1,0.847757,0.562346,0.465897,Pursue,0
syn_d84,syn_b160,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Healthcare|Manufacturing,US,32.103,110.622,1.622,13.339,236.363,24,0.3077,0,0,0,1.0,1.0,0,0.51691,0.14362,0.057605,No,0
syn_d84,syn_b197,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Software,US|Canada,50.753,172.326,2.795,23.785,277.26,24,0.3184,0,0,0,1.0,1.0,0,0.600121,0.15847,0.055264,No,0
syn_d84,syn_b38,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Manufacturing,US|UK,21.552,114.882,1.725,15.599,200.623,20,0.4508,0,0,1,0.908918,1.0,0,0.739777,0.297327,0.134868,IOI,1
syn_d84,syn_b201,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Consumer,US|Canada,31.262,186.199,2.125,29.089,409.288,19,0.3098,1,0,0,1.0,0.95,0,0.723275,0.38591,0.193855,NDA,0
syn_d84,syn_b75,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Healthcare,US,51.561,326.481,3.138,27.698,421.91,19,0.3556,0,0,0,1.0,0.95,0,0.61667,0.240893,0.086598,NDA,0
syn_d84,syn_b189,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Healthcare|Software,US|Canada,117.678,497.37,8.652,82.804,657.75,14,0.477,0,0,0,1.0,0.7,0,0.635396,0.208346,0.067814,Pursue,0
syn_d84,syn_b152,Consumer,Mexico,9.4584,1.6082,22.0727,Strategic,Consumer,US|Canada,60.727,400.0,4.358,33.787,0.0,13,0.731,1,0,0,0.65,0.65,0,0.543452,0.216102,0.09758,No,0
syn_d84,syn_b116,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Business Services,US,56.655,445.402,3.928,51.401,1196.517,12,0.2995,0,0,0,1.0,0.6,0,0.563734,0.213368,0.090782,Pursue,0
syn_d84,syn_b36,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Healthcare|Business Services|Software,US,26.932,106.919,1.84,14.649,127.898,29,0.4829,0,0,0,0.579439,1.0,0,0.577037,0.146952,0.043611,Pursue,0
syn_d84,syn_b43,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Manufacturing,US|Europe,36.048,201.495,2.487,27.142,565.585,24,0.2963,0,0,0,1.0,1.0,0,0.479938,0.187718,0.052003,No,0
syn_d84,syn_b142,Consumer,Mexico,9.4584,1.6082,22.0727,Strategic,Manufacturing|Software,US,104.697,600.0,7.47,76.567,0.0,19,0.706,0,0,0,0.65,0.95,0,0.563077,0.142155,0.037374,Pursue,0
syn_d84,syn_b99,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Software|Manufacturing,US|UK,31.177,220.071,1.935,27.932,311.655,23,0.489,0,0,0,1.0,1.0,0,0.663218,0.107919,0.031963,No,0
syn_d84,syn_b192,Consumer,Mexico,9.4584,1.6082,22.0727,Strategic,Manufacturing,US|UK,25.0,150.0,1.74,15.858,0.0,13,0.7273,0,0,0,0.65,0.65,0,0.479553,0.188725,0.073081,No,0
syn_d84,syn_b217,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Manufacturing,US|Mexico|UK,140.248,576.842,7.452,54.298,1499.231,6,0.4144,0,1,0,1.0,0.3,0,0.756664,0.268522,0.097252,Pursue,0
syn_d84,syn_b87,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Healthcare|Business Services,US,155.689,537.952,12.738,43.265,619.801,7,0.3882,0,0,0,1.0,0.35,0,0.567711,0.168591,0.052571,Pursue,0
syn_d84,syn_b35,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Business Services|Other,US|Mexico,7.269,34.742,1.0,3.754,89.753,13,0.4415,1,1,1,0.406624,0.65,1,0.840595,0.574036,0.324533,Pursue,0
syn_d84,syn_b34,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Consumer,US|Canada|UK,11.828,55.084,1.0,5.222,113.975,22,0.2573,1,0,1,0.516361,1.0,1,0.750923,0.544258,0.428403,IOI,1
syn_d84,syn_b199,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Software,US,30.892,112.966,2.072,10.215,315.415,11,0.4908,0,0,0,1.0,0.55,0,0.541551,0.164447,0.033544,Pursue,0
syn_d84,syn_b176,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Manufacturing,US,106.906,520.346,7.022,48.31,619.325,23,0.482,0,0,0,1.0,1.0,0,0.71464,0.249706,0.06143,Pursue,0
syn_d84,syn_b168,Consumer,Mexico,9.4584,1.6082,22.0727,Strategic,Manufacturing,US,56.096,600.0,2.916,53.501,0.0,22,0.8843,0,0,0,0.65,1.0,0,0.535201,0.124717,0.031587,IOI,1
syn_d84,syn_b121,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Software,US|Canada,45.295,221.646,3.602,36.481,419.42,18,0.292,0,0,0,1.0,0.9,0,0.623913,0.206021,0.079508,Pursue,0
syn_d84,syn_b17,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Healthcare,US|Mexico,46.673,223.283,2.537,30.656,352.665,17,0.3198,0,1,0,1.0,0.85,0,0.698623,0.259054,0.142539,Pursue,0
syn_d84,syn_b157,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Business Services,US,60.812,292.341,3.303,39.496,482.95,22,0.3414,0,0,0,1.0,1.0,0,0.636813,0.193852,0.065087,No,0
syn_d84,syn_b50,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Software|Consumer,US,26.569,94.424,2.021,9.923,215.915,15,0.4539,1,0,0,0.978198,0.75,0,0.666178,0.313523,0.125197,No,0
syn_d84,syn_b33,Consumer,Mexico,9.4584,1.6082,22.0727,Private Equity,Software,US,67.148,528.233,3.469,50.219,808.529,26,0.3081,0,0,0,1.0,1.0,0,0.574118,0.258728,0.074352,No,0
